team_home,team_away,date,odds1,oddsX,odds2,result
Bayern Munich,Borussia Dortmund,2025-03-28,2.56,3.35,1.71,?
Corinthians,Flamengo,2025-03-30,2.54,3.27,3.19,?
Boca Juniors,River Plate,2025-02-20,3.18,2.53,2.84,1
Barcelona,Real Madrid,2025-02-20,2.56,2.79,2.97,X
FC Porto,Sporting CP,2025-03-20,2.4,3.48,2.49,?
Benfica,Portimonense,2025-03-15,3.24,3.14,2.34,2
Everton,Newcastle United,2025-02-23,3.11,3.03,2.18,1
Sassuolo,Empoli,2025-02-19,2.01,2.54,1.68,2
Palmeiras,São Paulo,2025-03-17,1.61,3.43,3.16,2
PSG,Lyon,2025-04-03,2.13,2.82,3.47,?
Valencia,Villarreal,2025-03-20,2.6,3.42,3.19,?
Atlético Madrid,Sevilla,2025-03-08,1.75,2.62,2.53,2
Maritimo,Boavista,2025-03-21,1.82,2.77,1.75,?
Paris Saint-Germain,Marseille,2025-04-17,1.84,3.45,2.93,?
RB Leipzig,Wolfsburg,2025-02-23,2.44,2.63,3.01,X
Atlético Madrid,Sevilla,2025-04-04,3.01,3.18,3.49,?
Bayern Munich,Borussia Dortmund,2025-03-15,2.52,2.55,1.71,X
Palmeiras,São Paulo,2025-03-22,2.42,2.74,2.13,?
Santos,Gremio,2025-04-17,2.04,2.97,2.8,?
Sassuolo,Empoli,2025-02-19,2.77,3.21,1.67,2
Real Madrid,Valencia,2025-02-16,2.64,3.32,2.18,1
Rangers,Aberdeen,2025-02-24,2.04,3.36,2.18,1
Torino,Cagliari,2025-03-14,3.12,2.82,1.98,X
Milan,Inter,2025-03-28,1.69,2.56,1.63,?
Vélez Sarsfield,Boca Juniors,2025-02-26,2.57,3.3,3.12,2
Juventus,Roma,2025-03-04,3.38,2.68,1.81,1
Santos,Gremio,2025-03-14,1.86,3.14,1.99,2
Bologna,Sampdoria,2025-04-05,2.79,2.8,1.52,?
Torino,Cagliari,2025-04-13,2.27,3.01,1.65,?
RB Leipzig,Wolfsburg,2025-04-15,3.23,3.25,2.58,?
Real Madrid,Valencia,2025-03-21,2.64,3.35,1.79,?
Paris Saint-Germain,Marseille,2025-04-13,3.25,2.66,2.72,?
Palmeiras,São Paulo,2025-04-03,2.49,2.92,2.33,?
Udinese,Salernitana,2025-03-22,1.51,2.67,2.78,?
Chelsea,Liverpool,2025-03-19,3.16,3.11,2.9,?
Manchester United,Manchester City,2025-03-24,3.16,2.86,2.84,?
Flamengo,Vasco da Gama,2025-03-02,1.66,3.19,2.3,1
Celtic,Rangers,2025-02-24,1.72,3.18,2.43,2
Fluminense,Sao Paulo,2025-03-20,3.07,3.24,2.08,?
Barcelona,Atletico Madrid,2025-04-17,2.05,3.08,3.4,?
Corinthians,Fluminense,2025-04-15,3.38,2.75,3.1,?
Santos,Gremio,2025-03-31,1.79,2.94,3.11,?
RB Leipzig,Wolfsburg,2025-03-04,2.28,3.47,1.81,X
Chelsea,Liverpool,2025-02-24,1.63,3.26,2.54,1
RB Leipzig,Wolfsburg,2025-03-24,2.69,2.65,2.7,?
Celtic,Rangers,2025-04-09,2.45,3.39,1.91,?
Milan,Inter,2025-02-26,2.42,2.51,2.25,X
AC Milan,Juventus,2025-03-21,2.81,2.52,2.23,?
Roma,Napoli,2025-03-25,2.03,2.65,2.12,?
Paris Saint-Germain,Marseille,2025-02-16,2.57,3.23,3.08,2
Manchester United,Manchester City,2025-03-17,1.62,3.4,3.0,2
Bayer Leverkusen,Bayern Munich,2025-03-08,2.52,3.04,2.91,2
Chelsea,Liverpool,2025-03-28,2.6,3.08,3.07,?
RB Leipzig,Wolfsburg,2025-03-20,2.09,2.57,1.98,?
Rangers,Aberdeen,2025-03-08,2.78,2.85,1.63,1
Everton,Newcastle United,2025-02-24,1.65,3.4,2.6,2
Chelsea,Liverpool,2025-03-19,3.4,3.35,2.94,?
Barcelona,Real Madrid,2025-04-08,1.7,2.95,2.31,?
Roma,Napoli,2025-04-12,1.78,2.9,2.66,?
Hellas Verona,Torino,2025-03-04,3.13,3.41,2.7,X
Atlético Madrid,Sevilla,2025-02-21,3.17,3.48,1.97,X
Napoli,Lazio,2025-02-21,2.28,2.63,3.14,1
Barcelona,Atletico Madrid,2025-04-03,2.7,3.17,2.77,?
Lyon,Lille,2025-02-20,2.12,3.11,3.47,X
Rangers,Aberdeen,2025-04-16,3.29,2.71,2.47,?
Tottenham,West Ham United,2025-03-20,2.36,2.85,2.29,?
Fluminense,Sao Paulo,2025-03-26,2.43,3.37,1.95,?
Fluminense,Sao Paulo,2025-03-17,2.43,3.05,2.4,2
VfB Stuttgart,Borussia Dortmund,2025-02-19,2.87,3.24,1.96,2
Lyon,Lille,2025-04-07,1.68,3.14,2.39,?
RB Leipzig,Wolfsburg,2025-04-13,1.74,2.92,1.97,?
Real Sociedad,Athletic Bilbao,2025-03-01,3.4,3.3,2.56,1
Persebaya,Arema FC,2025-02-28,1.93,3.31,2.37,1
Corinthians,Fluminense,2025-02-16,2.52,3.23,2.79,X
Lyon,Lille,2025-03-22,1.82,3.11,1.94,?
FC Porto,Sporting CP,2025-03-02,2.49,2.87,3.2,X
Rangers,Aberdeen,2025-03-30,3.37,3.07,2.52,?
Lazio,Inter,2025-02-28,3.23,2.95,3.22,1
Monza,Spezia,2025-04-08,2.1,2.6,3.01,?
Monza,Spezia,2025-02-21,3.06,3.41,2.19,2
Fluminense,Sao Paulo,2025-04-01,1.64,2.9,2.61,?
Torino,Cagliari,2025-03-08,2.74,2.52,1.5,X
Valencia,Villarreal,2025-03-12,2.8,3.06,2.74,X
Lazio,Fiorentina,2025-03-11,2.2,3.34,1.85,2
Manchester City,Chelsea,2025-03-28,3.38,2.84,1.83,?
Fluminense,Sao Paulo,2025-03-05,2.06,2.9,2.97,X
Fluminense,Sao Paulo,2025-03-02,1.91,2.58,3.29,1
Marseille,Nice,2025-04-15,1.51,3.1,2.28,?
RB Leipzig,Wolfsburg,2025-03-14,2.84,2.57,3.03,2
Milan,Inter,2025-02-22,2.94,2.89,2.45,2
PSG,Lyon,2025-03-16,2.86,2.87,1.95,X
Manchester City,Chelsea,2025-02-25,3.11,3.31,1.76,2
Napoli,Lazio,2025-02-28,2.93,2.95,3.49,2
Real Sociedad,Athletic Bilbao,2025-04-01,2.23,2.61,2.44,?
Leeds United,Aston Villa,2025-03-03,2.91,2.71,2.25,X
São Paulo,Internacional,2025-02-24,1.8,2.93,3.2,X
Palmeiras,Corinthians,2025-04-09,2.38,2.76,2.99,?
Santos,Gremio,2025-03-25,1.95,3.39,1.61,?
Corinthians,Flamengo,2025-02-21,2.13,3.41,2.7,X
VfB Stuttgart,Borussia Dortmund,2025-03-26,3.43,3.1,2.53,?
Hellas Verona,Torino,2025-03-11,2.0,2.67,3.18,X
Barcelona,Atletico Madrid,2025-03-06,2.63,2.98,2.39,1
Palmeiras,São Paulo,2025-04-03,2.57,2.67,2.27,?
Everton,Newcastle United,2025-03-02,1.63,3.35,2.02,X
FC Porto,Sporting CP,2025-03-22,2.94,2.78,1.93,?
Santos,Gremio,2025-03-26,1.81,2.71,2.25,?
Manchester United,Manchester City,2025-03-31,1.76,3.25,2.27,?
Palmeiras,Corinthians,2025-04-14,2.31,3.36,3.49,?
Corinthians,Flamengo,2025-04-15,1.61,2.67,2.85,?
Manchester United,Manchester City,2025-03-23,2.46,2.61,1.88,?
Fluminense,Sao Paulo,2025-04-02,1.78,3.32,2.47,?
VfB Stuttgart,Borussia Dortmund,2025-03-01,2.91,3.34,1.9,X
Corinthians,Fluminense,2025-03-30,2.74,2.89,1.76,?
Lazio,Inter,2025-03-10,2.72,2.83,2.89,1
Rangers,Aberdeen,2025-03-14,2.75,3.23,2.55,1
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-24,3.12,2.74,2.22,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-27,2.32,2.79,2.88,?
Palmeiras,São Paulo,2025-04-03,1.77,2.95,2.23,?
FC Porto,Sporting CP,2025-03-06,3.07,2.82,2.59,1
Lazio,Fiorentina,2025-04-10,1.68,2.86,3.01,?
Manchester City,Chelsea,2025-03-09,1.9,3.18,2.09,2
Napoli,Lazio,2025-04-09,1.86,3.04,3.39,?
Real Sociedad,Athletic Bilbao,2025-03-30,2.54,2.96,2.68,?
Benfica,Portimonense,2025-03-01,2.35,2.97,1.61,2
Manchester United,Manchester City,2025-03-21,2.89,2.89,1.97,?
Everton,Newcastle United,2025-03-08,1.52,3.33,3.08,1
Lazio,Fiorentina,2025-03-20,3.2,2.92,3.48,?
Bayer Leverkusen,Bayern Munich,2025-02-19,3.13,3.23,3.26,2
Palmeiras,Corinthians,2025-04-01,2.51,2.79,1.76,?
Paris Saint-Germain,Marseille,2025-02-18,2.72,2.95,3.12,X
Maritimo,Boavista,2025-03-10,3.27,3.16,3.08,1
Maritimo,Boavista,2025-03-08,1.91,3.49,1.73,1
Real Sociedad,Athletic Bilbao,2025-04-17,1.6,3.07,2.96,?
Rangers,Aberdeen,2025-03-03,1.6,2.58,2.87,1
Corinthians,Flamengo,2025-03-12,2.56,2.64,2.76,1
Hellas Verona,Torino,2025-04-10,2.46,3.04,2.39,?
Fiorentina,Atalanta,2025-04-03,1.74,3.11,2.83,?
Celtic,Rangers,2025-03-25,2.88,2.56,1.91,?
Maritimo,Boavista,2025-03-30,2.2,3.31,1.64,?
Manchester United,Manchester City,2025-03-22,2.57,3.47,2.13,?
Bologna,Sampdoria,2025-03-23,1.57,3.15,3.21,?
Flamengo,Vasco da Gama,2025-03-15,3.08,3.36,2.82,X
FC Porto,Sporting CP,2025-02-21,2.43,2.72,1.88,X
Celtic,Rangers,2025-04-03,2.7,2.57,2.71,?
São Paulo,Internacional,2025-03-13,1.87,2.72,2.73,1
Fiorentina,Atalanta,2025-03-22,3.11,2.7,1.64,?
Bayer Leverkusen,Bayern Munich,2025-04-03,1.74,2.77,2.42,?
FC Porto,Sporting CP,2025-04-15,2.12,2.94,2.11,?
Valencia,Villarreal,2025-02-16,2.87,3.3,2.39,2
Sevilla,Real Betis,2025-03-24,3.27,2.68,2.0,?
Palmeiras,São Paulo,2025-04-12,3.06,2.6,2.46,?
Boca Juniors,River Plate,2025-04-04,1.73,2.86,1.76,?
Torino,Cagliari,2025-04-06,1.71,2.84,2.76,?
Juventus,Roma,2025-04-10,2.67,3.24,3.44,?
Lyon,Lille,2025-02-27,2.11,3.05,2.22,1
Bayern Munich,Borussia Dortmund,2025-03-06,3.49,2.95,2.65,1
Persebaya,Arema FC,2025-02-18,2.8,3.16,1.81,2
Borussia Monchengladbach,Eintracht Frankfurt,2025-02-28,2.36,2.94,2.95,2
Hellas Verona,Torino,2025-04-09,2.54,3.16,2.14,?
Fiorentina,Atalanta,2025-02-20,3.0,3.41,1.6,1
FC Porto,Sporting CP,2025-03-29,2.18,3.34,2.29,?
Atlético Madrid,Sevilla,2025-03-28,3.42,3.42,2.86,?
Rangers,Aberdeen,2025-03-19,2.43,3.42,2.14,?
Chelsea,Liverpool,2025-03-26,3.11,2.88,1.56,?
FC Porto,Sporting CP,2025-02-20,1.67,3.34,1.74,X
Celtic,Rangers,2025-03-24,3.32,3.47,1.85,?
Rangers,Aberdeen,2025-04-09,2.49,2.65,2.63,?
Persebaya,Arema FC,2025-02-16,3.09,2.63,2.86,1
Parma,Verona,2025-03-30,2.9,3.42,2.52,?
AC Milan,Juventus,2025-02-17,2.91,3.26,3.28,2
Boca Juniors,River Plate,2025-03-17,2.72,2.58,2.68,1
Fluminense,Sao Paulo,2025-04-02,2.32,2.95,2.73,?
Milan,Inter,2025-03-30,2.31,2.79,3.02,?
FC Porto,Sporting CP,2025-03-16,1.8,3.13,1.53,2
Manchester United,Manchester City,2025-04-14,1.66,2.67,2.91,?
AC Milan,Juventus,2025-03-26,2.49,3.13,1.9,?
Fiorentina,Atalanta,2025-02-27,1.59,2.99,2.54,2
Juventus,Roma,2025-04-10,3.29,3.45,2.48,?
Rangers,Aberdeen,2025-04-02,1.59,3.0,2.31,?
Villarreal,Real Betis,2025-04-01,1.62,2.82,2.2,?
Boca Juniors,River Plate,2025-04-03,1.67,3.02,2.24,?
Milan,Inter,2025-03-09,3.47,3.2,2.04,X
Lazio,Inter,2025-02-21,1.7,2.51,2.0,1
Roma,Napoli,2025-03-16,3.08,2.81,2.92,X
Rangers,Aberdeen,2025-02-26,2.87,3.2,3.09,X
Arsenal,Tottenham,2025-02-27,2.46,3.38,3.29,1
Celtic,Rangers,2025-03-07,2.72,2.89,3.31,2
Vélez Sarsfield,Boca Juniors,2025-02-25,1.67,3.23,2.29,X
Barcelona,Real Madrid,2025-02-16,1.79,2.72,1.83,1
Napoli,Lazio,2025-04-03,2.64,3.23,2.16,?
Villarreal,Real Betis,2025-03-28,1.76,2.77,1.57,?
Bayern Munich,Borussia Dortmund,2025-04-10,2.48,2.69,2.94,?
Rangers,Aberdeen,2025-03-15,1.69,3.2,2.06,1
Barcelona,Real Madrid,2025-03-15,2.56,2.86,1.68,1
Bayer Leverkusen,Bayern Munich,2025-04-13,2.78,3.15,2.97,?
Lyon,Lille,2025-02-27,2.22,2.94,3.49,2
Persebaya,Arema FC,2025-03-08,2.03,3.11,2.62,X
Lazio,Fiorentina,2025-04-09,1.52,3.18,2.95,?
Flamengo,Vasco da Gama,2025-04-09,2.84,3.09,3.24,?
Sevilla,Real Betis,2025-04-05,1.95,3.43,3.28,?
Parma,Verona,2025-03-09,3.46,2.59,2.46,X
Arsenal,Tottenham,2025-04-08,3.29,3.2,2.1,?
Napoli,Lazio,2025-04-15,2.22,2.77,2.42,?
Celtic,Rangers,2025-02-27,2.78,3.46,3.33,1
Real Sociedad,Athletic Bilbao,2025-04-01,1.62,3.0,3.07,?
Everton,Newcastle United,2025-02-22,2.93,2.55,3.01,1
Santos,Gremio,2025-04-11,2.71,3.12,2.81,?
Bayer Leverkusen,Bayern Munich,2025-03-07,1.88,3.11,3.05,X
Fluminense,Sao Paulo,2025-04-12,2.01,2.65,2.43,?
Fiorentina,Atalanta,2025-04-17,2.73,2.66,3.47,?
Udinese,Salernitana,2025-02-22,3.03,3.33,2.72,2
RB Leipzig,Wolfsburg,2025-03-05,3.42,3.08,1.98,X
Valencia,Villarreal,2025-03-10,3.27,3.44,3.03,2
Hellas Verona,Torino,2025-04-10,3.3,2.71,1.61,?
Persebaya,Arema FC,2025-03-20,2.56,2.9,3.13,?
Barcelona,Atletico Madrid,2025-03-14,2.45,2.87,2.27,1
Persebaya,Arema FC,2025-03-08,1.7,3.16,1.84,2
Villarreal,Real Betis,2025-03-22,2.53,3.17,2.25,?
RB Leipzig,Wolfsburg,2025-03-29,2.94,3.14,3.3,?
Juventus,Roma,2025-03-22,2.24,2.65,1.67,?
São Paulo,Internacional,2025-04-04,2.98,3.39,1.75,?
Palmeiras,Corinthians,2025-02-18,1.89,2.78,2.68,2
Sevilla,Real Betis,2025-02-23,2.5,3.0,2.27,X
Lazio,Fiorentina,2025-03-27,2.88,3.39,1.76,?
Hellas Verona,Torino,2025-03-17,1.81,2.9,2.85,X
Benfica,Portimonense,2025-03-26,1.65,3.2,2.87,?
Bologna,Sampdoria,2025-03-23,2.33,2.53,3.41,?
Barcelona,Atletico Madrid,2025-03-29,2.2,2.94,2.27,?
Marseille,Nice,2025-04-17,3.22,2.97,1.77,?
Sassuolo,Empoli,2025-03-03,1.53,2.52,2.09,1
Valencia,Villarreal,2025-03-01,2.84,2.51,2.65,1
Arsenal,Tottenham,2025-03-25,2.57,2.6,1.52,?
Lazio,Fiorentina,2025-03-30,1.54,3.28,2.33,?
Atlético Madrid,Sevilla,2025-02-20,3.25,2.86,1.83,1
Flamengo,Vasco da Gama,2025-03-10,1.75,2.94,1.57,2
Corinthians,Flamengo,2025-03-20,3.18,3.47,1.76,?
Barcelona,Atletico Madrid,2025-02-20,3.4,3.34,3.24,X
São Paulo,Internacional,2025-04-01,3.33,2.98,2.07,?
Rangers,Aberdeen,2025-02-27,3.34,2.69,2.14,1
RB Leipzig,Wolfsburg,2025-03-05,2.88,2.56,3.41,X
Arsenal,Tottenham,2025-02-25,3.26,3.29,3.44,2
Flamengo,Vasco da Gama,2025-02-25,2.38,2.97,2.34,X
Everton,Newcastle United,2025-03-11,2.55,2.59,2.27,1
Real Sociedad,Athletic Bilbao,2025-03-03,3.36,3.18,3.12,1
Barcelona,Atletico Madrid,2025-04-09,1.93,2.68,3.01,?
Bayer Leverkusen,Bayern Munich,2025-03-04,2.92,2.94,3.18,1
Fiorentina,Atalanta,2025-04-17,2.77,2.52,2.78,?
Fiorentina,Atalanta,2025-04-06,2.35,2.77,1.93,?
Valencia,Villarreal,2025-03-21,2.75,3.09,3.37,?
Juventus,Roma,2025-03-01,2.59,3.18,1.87,1
RB Leipzig,Wolfsburg,2025-04-01,2.15,2.78,2.59,?
Atlético Madrid,Sevilla,2025-02-26,2.9,2.6,2.48,2
FC Porto,Sporting CP,2025-02-21,2.37,2.92,2.33,X
Persebaya,Arema FC,2025-03-02,2.22,3.33,1.93,1
Real Madrid,Valencia,2025-03-03,3.47,2.78,3.46,1
FC Porto,Sporting CP,2025-04-08,2.51,2.52,2.49,?
Celtic,Rangers,2025-03-10,2.1,2.78,2.37,1
Rangers,Aberdeen,2025-02-27,2.08,3.43,1.65,2
Real Madrid,Valencia,2025-04-13,2.28,2.71,3.12,?
Maritimo,Boavista,2025-04-05,1.84,3.23,2.56,?
Benfica,Portimonense,2025-03-05,2.8,2.84,1.74,1
Marseille,Nice,2025-04-08,3.06,2.63,1.77,?
Fiorentina,Atalanta,2025-02-22,1.69,3.1,2.14,2
Paris Saint-Germain,Marseille,2025-02-20,1.85,2.56,2.37,1
Arsenal,Tottenham,2025-03-24,1.64,2.53,1.96,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-04-09,2.23,2.76,2.17,?
Barcelona,Real Madrid,2025-03-16,2.95,3.41,3.06,1
Udinese,Salernitana,2025-03-25,3.11,2.99,1.65,?
AC Milan,Napoli,2025-03-15,2.69,3.35,1.51,2
Leeds United,Aston Villa,2025-03-01,2.75,3.18,2.81,2
Milan,Inter,2025-02-26,3.02,2.63,2.91,X
Vélez Sarsfield,Boca Juniors,2025-04-01,3.14,3.11,2.19,?
Boca Juniors,River Plate,2025-02-16,3.36,3.47,2.86,2
RB Leipzig,Wolfsburg,2025-03-05,2.0,2.96,1.86,2
Celtic,Rangers,2025-02-27,2.54,2.77,1.78,2
Lazio,Fiorentina,2025-03-06,2.84,2.54,2.02,1
Juventus,Roma,2025-03-07,3.05,3.16,1.74,2
Benfica,Portimonense,2025-03-27,2.9,3.22,1.68,?
Udinese,Salernitana,2025-04-14,2.67,2.79,1.7,?
Rangers,Aberdeen,2025-04-07,3.48,2.66,3.06,?
Lyon,Lille,2025-02-28,3.42,3.41,1.77,1
Santos,Gremio,2025-04-12,2.9,3.44,2.05,?
Parma,Verona,2025-02-26,3.17,2.96,3.06,2
FC Porto,Sporting CP,2025-04-10,2.66,3.38,1.52,?
AC Milan,Juventus,2025-02-18,3.26,3.05,1.5,2
Palmeiras,Corinthians,2025-03-11,3.2,3.28,1.97,X
Paris Saint-Germain,Marseille,2025-03-22,2.04,3.18,1.93,?
Valencia,Villarreal,2025-03-01,2.75,3.02,1.89,1
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-05,1.55,3.15,3.27,1
Palmeiras,Corinthians,2025-02-22,2.49,3.03,2.29,X
Fiorentina,Atalanta,2025-04-15,3.17,3.15,2.8,?
Manchester City,Chelsea,2025-04-09,2.31,3.39,2.81,?
Fluminense,Sao Paulo,2025-04-06,2.26,2.75,2.24,?
Monza,Spezia,2025-02-25,3.25,2.72,1.64,2
AC Milan,Napoli,2025-04-17,2.96,2.55,3.48,?
Lyon,Lille,2025-04-07,3.07,2.84,2.09,?
Hellas Verona,Torino,2025-02-27,3.32,3.47,2.04,2
Udinese,Salernitana,2025-03-16,2.23,3.41,3.45,1
Napoli,Lazio,2025-03-17,2.45,3.37,2.03,X
PSG,Lyon,2025-04-15,1.97,3.22,3.36,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-04-02,3.36,3.46,3.14,?
Valencia,Villarreal,2025-03-19,2.23,3.41,2.18,?
Udinese,Salernitana,2025-04-05,1.98,3.21,2.01,?
PSG,Lyon,2025-03-03,3.27,3.1,1.56,2
Bayern Munich,Borussia Dortmund,2025-04-06,1.69,2.86,2.63,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-04-13,1.77,3.21,2.78,?
São Paulo,Internacional,2025-03-30,3.04,3.36,1.69,?
Celtic,Rangers,2025-03-13,2.48,2.57,2.17,1
Manchester United,Manchester City,2025-03-15,3.4,2.58,3.36,2
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-25,1.74,2.96,3.19,?
FC Porto,Sporting CP,2025-02-17,2.61,3.3,3.4,1
FC Porto,Sporting CP,2025-03-08,3.09,2.84,2.24,X
Monza,Spezia,2025-03-13,2.76,2.53,1.62,1
Corinthians,Flamengo,2025-03-23,2.37,3.07,2.97,?
Palmeiras,Corinthians,2025-03-26,3.18,2.51,2.71,?
Everton,Newcastle United,2025-03-30,3.29,3.06,3.1,?
Palmeiras,São Paulo,2025-03-03,1.75,3.18,3.06,1
Roma,Napoli,2025-03-11,2.96,3.4,1.86,2
AC Milan,Napoli,2025-04-07,1.52,2.82,2.3,?
Barcelona,Atletico Madrid,2025-03-25,1.56,2.73,2.25,?
Manchester United,Manchester City,2025-04-05,1.69,2.74,2.91,?
Marseille,Nice,2025-04-15,2.13,3.41,1.95,?
Everton,Newcastle United,2025-03-05,1.91,3.05,2.93,1
Santos,Gremio,2025-03-25,1.82,3.03,2.19,?
Celtic,Rangers,2025-03-14,1.59,2.61,2.83,1
Palmeiras,São Paulo,2025-02-25,1.56,2.6,2.45,1
Lyon,Lille,2025-03-19,2.97,3.4,3.0,?
Monza,Spezia,2025-02-20,2.5,3.07,1.73,X
São Paulo,Internacional,2025-03-22,2.49,2.9,2.71,?
Roma,Napoli,2025-03-13,3.23,2.88,3.34,2
Milan,Inter,2025-04-13,1.8,2.67,2.24,?
Bayern Munich,Borussia Dortmund,2025-02-19,1.7,3.29,1.52,X
Real Sociedad,Athletic Bilbao,2025-02-26,1.95,3.44,2.75,X
Lazio,Inter,2025-02-22,3.05,2.93,2.05,X
Corinthians,Flamengo,2025-03-31,2.68,3.39,2.62,?
Marseille,Nice,2025-03-04,2.9,2.64,3.46,X
Lyon,Lille,2025-03-07,2.34,3.33,3.17,2
Napoli,Lazio,2025-04-01,2.69,2.97,3.32,?
Sevilla,Real Betis,2025-03-21,2.8,2.71,2.53,?
Atlético Madrid,Sevilla,2025-02-25,3.2,2.84,1.81,1
FC Porto,Sporting CP,2025-04-04,3.42,3.48,1.67,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-02-19,3.22,2.82,2.75,X
Atlético Madrid,Sevilla,2025-03-24,2.16,2.6,2.91,?
Villarreal,Real Betis,2025-02-18,3.41,2.78,2.74,X
Roma,Napoli,2025-04-14,2.41,2.61,1.72,?
Boca Juniors,River Plate,2025-03-11,3.32,2.77,2.18,1
Udinese,Salernitana,2025-03-08,2.76,3.48,3.14,1
Napoli,Lazio,2025-03-09,2.84,2.66,1.72,X
Manchester United,Manchester City,2025-04-08,2.5,3.47,2.36,?
Atlético Madrid,Sevilla,2025-04-16,2.66,3.17,1.58,?
Santos,Gremio,2025-03-28,1.97,2.96,3.27,?
Barcelona,Real Madrid,2025-03-12,2.2,3.42,2.17,X
Villarreal,Real Betis,2025-04-12,1.86,3.16,3.17,?
Palmeiras,São Paulo,2025-04-12,3.2,2.82,2.89,?
Rangers,Aberdeen,2025-03-07,1.64,3.48,2.71,2
Lazio,Inter,2025-03-07,1.74,3.18,2.33,2
Persebaya,Arema FC,2025-03-17,3.09,3.07,1.85,X
Santos,Gremio,2025-03-20,1.89,2.69,3.29,?
Milan,Inter,2025-02-17,1.88,2.5,1.56,1
Torino,Cagliari,2025-03-01,2.07,2.81,1.64,X
Corinthians,Fluminense,2025-03-19,2.18,3.24,2.34,?
Everton,Newcastle United,2025-03-08,2.65,2.85,3.3,1
AC Milan,Juventus,2025-04-08,1.63,3.41,1.74,?
Leeds United,Aston Villa,2025-02-16,1.81,3.37,1.83,2
Tottenham,West Ham United,2025-04-16,2.68,2.71,3.31,?
Corinthians,Flamengo,2025-03-31,2.32,3.23,2.42,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-04,3.34,2.69,1.86,2
Barcelona,Real Madrid,2025-02-27,3.25,2.59,3.46,2
Parma,Verona,2025-03-26,1.93,2.9,1.58,?
VfB Stuttgart,Borussia Dortmund,2025-02-28,3.26,2.69,2.58,1
Flamengo,Vasco da Gama,2025-03-07,2.83,2.7,3.15,X
Palmeiras,Corinthians,2025-04-03,2.24,2.83,2.89,?
Monza,Spezia,2025-03-08,3.47,2.72,2.07,1
AC Milan,Napoli,2025-04-14,3.35,2.63,2.61,?
Hellas Verona,Torino,2025-03-06,2.34,3.37,2.53,X
Marseille,Nice,2025-02-16,2.96,2.82,2.35,2
FC Porto,Sporting CP,2025-03-29,2.14,3.01,3.07,?
Real Sociedad,Athletic Bilbao,2025-03-09,2.94,3.39,2.19,1
Corinthians,Fluminense,2025-03-30,3.16,2.78,3.02,?
Atlético Madrid,Sevilla,2025-03-04,1.57,2.97,3.07,X
Monza,Spezia,2025-03-11,2.32,2.66,2.15,1
Vélez Sarsfield,Boca Juniors,2025-03-20,3.4,3.09,2.9,?
Barcelona,Atletico Madrid,2025-02-26,2.86,3.44,3.41,X
Napoli,Lazio,2025-03-26,3.1,2.59,3.07,?
Arsenal,Tottenham,2025-03-08,2.6,2.59,2.64,X
Parma,Verona,2025-03-07,2.72,3.22,3.39,2
Corinthians,Fluminense,2025-02-27,1.63,3.43,2.03,2
Flamengo,Vasco da Gama,2025-02-18,3.36,2.7,3.41,X
Tottenham,West Ham United,2025-04-02,2.63,3.37,2.61,?
Rangers,Aberdeen,2025-03-26,1.97,3.16,1.61,?
Persebaya,Arema FC,2025-03-09,2.87,2.68,2.93,X
Juventus,Roma,2025-03-06,1.58,3.25,2.96,1
Maritimo,Boavista,2025-02-23,2.2,3.29,3.41,2
Flamengo,Vasco da Gama,2025-02-26,2.45,3.46,3.33,2
Vélez Sarsfield,Boca Juniors,2025-04-03,2.73,3.29,1.74,?
Borussia Monchengladbach,Eintracht Frankfurt,2025-03-22,1.65,3.16,1.6,?
Boca Juniors,River Plate,2025-03-08,2.06,3.49,2.41,X
Rangers,Aberdeen,2025-04-13,2.37,2.79,1.84,?
Persebaya,Arema FC,2025-04-14,3.19,3.46,2.73,?
Monza,Spezia,2025-03-29,3.25,3.45,1.61,?
Torino,Cagliari,2025-03-06,2.98,3.5,2.68,X
Torino,Cagliari,2025-03-27,2.98,2.57,2.62,?
FC Porto,Sporting CP,2025-04-02,3.34,3.4,1.99,?
Flamengo,Vasco da Gama,2025-03-09,2.9,3.48,2.77,X
Roma,Napoli,2025-04-12,2.57,2.52,2.6,?
Juventus,Roma,2025-02-20,3.39,2.83,2.85,1
AC Milan,Napoli,2025-04-04,3.08,3.29,3.02,?
Valencia,Villarreal,2025-03-06,3.24,2.72,2.42,2
Lazio,Inter,2025-03-12,1.88,3.28,1.7,X
Parma,Verona,2025-03-24,1.81,2.68,2.77,?
Arsenal,Tottenham,2025-03-15,1.58,2.63,2.72,X
Bayern Munich,Borussia Dortmund,2025-03-03,1.93,2.54,2.76,2
Boca Juniors,River Plate,2025-03-24,2.23,2.69,2.52,?
Sevilla,Real Betis,2025-03-04,3.19,3.19,1.6,1
Paris Saint-Germain,Marseille,2025-03-22,1.73,2.9,3.22,?
Corinthians,Flamengo,2025-04-05,2.32,2.96,3.39,?
